"store_id","store_name","si_name","si_size","git_size","unit_count","si_id","git_id","store_item_active","si_instock","si_image","git_image","price","si_upc","git_upc"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Jacksons Berry N Cheese Danish","1 ct","5 oz",NULL,"dedfdf9e-7191-404d-ae0c-91292654dce1","064c9003-5c4a-49aa-9d55-b7fc49afe61d",True,True,"{https://lula-inventory-service-production.s3.amazonaws.com/images/a55f34d3-b6f4-4d97-941a-d3aece68d4d5/Snacks/dedfdf9e-7191-404d-ae0c-91292654dce1_1698060358036.webp}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Grocery/6c726d18-e497-49dd-9236-6eae77a9fca6.webp}",2.79,NULL,"728498159009"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Jacksons Dark Chocolate Almond","13 oz","13 oz",NULL,"46b5d2fd-5159-41fb-b52f-0c442b3d09e7","b823cdc0-8fa5-4354-aa1b-796445a34c4f",True,True,"{https://lula-inventory-service-production.s3.amazonaws.com/images/a55f34d3-b6f4-4d97-941a-d3aece68d4d5/Snacks/46b5d2fd-5159-41fb-b52f-0c442b3d09e7_1698060376827.webp}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Candy/583d24e2-f60e-4ecb-b713-defd29878290.webp}",7.99,NULL,"983642005117"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Jacksons Italian Sandwich","6.4 oz","6.4 oz",NULL,"174478a1-1cf6-4491-ad52-fbb83547fc6c","4597b913-02a1-492f-989c-d06809152159",True,True,"{https://lula-inventory-service-production.s3.amazonaws.com/images/a55f34d3-b6f4-4d97-941a-d3aece68d4d5/Quick-Meals/174478a1-1cf6-4491-ad52-fbb83547fc6c_1698060395531.webp}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Sandwiches/6c6bc8b0-e7da-4374-8435-d7af1b656b98.webp}",4.99,NULL,"983642601555"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Built Bar Puff Brwnie Bat 1.41z","1 ct","1.41 oz",NULL,"47f7c943-c6aa-4b4e-8945-0bc62413d3dd","2a74601f-151a-4653-88f3-324c48390b8e",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/ffd07824-d605-45fb-a920-f2f326c0b560.webp}",3.99,NULL,"840229303625"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Cattleman Cut Hunter Sausage 2.75oz","1 ct","2.75 oz",NULL,"c0aba0e2-1499-4dca-a512-f743f13b4ef7","7b8c3c4d-00a7-4c14-aabd-49f90bde8d66",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/bd3fcf5d-a994-417e-b3e2-8c9dc7ddb4b0.webp}",4.69,NULL,"44900305056"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Heath Toffee Reg","1 ct","1.4 oz",NULL,"cfff0746-5c09-4624-9c27-e098a7398bae","d52152d0-c620-41d0-8ffc-9f72cd5b72be",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Candy/c276770a-f354-44b3-b542-5fb87e4c32dd.webp}",1.99,NULL,"10700060808"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","J Link Flamin Hot Jerky Stck .92oz","FL JERKY STCK .92 oz","0.92 oz",NULL,"61eab4d2-9fcf-47d7-96fa-36ec30b8b543","0a75eeaa-e225-45e1-a439-ef108e35f534",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/72095a53-36fd-443a-9000-572213fed4c8/Snacks/2b24640a-5e1e-4225-b688-734544c2a1aa.webp}",1.79,NULL,"28400712989"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Dakota Style Dill Pickle","","4.5 oz","","2158aa6b-4c41-4b4c-acfd-8b387623059a","0f1448dc-42de-40a1-a9db-22c2d5d863b0",True,True,"{}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/14072257-7d17-4779-aaed-954b5c27fff8.webp}",3.99,NULL,"84872600285"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","3 oz","","cf255951-503a-470b-a36e-9c53eff6461e","edb24ef5-2d87-4c6b-bd29-da904dacf408",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/3627dad4-907a-4cba-bd9e-29e7e9c53565.webp}",11.69,NULL,"838154000023"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","1.94 oz","","48078074-11a8-4689-a9da-5d67e7f18590","766d54e9-d8ff-4525-9f7f-c759d8d605e5",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/a12a8fb4-ab1e-4a5e-b508-224e42bda8f6.webp}",3.19,NULL,"850000429413"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"",NULL,"","ac4fef54-870f-4e81-9031-39638cabbff5","4baa7cbf-d701-4f06-8125-1261e3bd6f8a",True,True,"{""""}","{https://menu-item-images-bucket.s3.amazonaws.com/a3e78324acc055ecf85f6d3a3979c210.png}",17.99,NULL,"18200059902.0"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","3 oz","","8d01e8fe-76a8-479b-9caa-e662644de877","78de52e2-4c78-4011-9942-3060a160cfe9",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/ad4f67a3-6d63-41f4-b6f8-b113cee3d08a.webp}",1.79,NULL,"983642502128"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","30 Pack - 12 oz cans","","acc02038-d128-444c-93cb-e470379aeac5","4b70a961-db04-47fa-b2fc-421968783ac9",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Beer/270cf420-6397-4725-8afc-c3464752f56a.webp}",23.49,NULL,"22100112193"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Chewy Spree 12oz Sup","12 oz","12 oz",NULL,"518d9b86-39f9-44e4-981c-88facc6881ed","517746e0-be42-477d-abdd-dc3d743f55eb",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Candy/490fa8b0-b743-4dda-811e-5dc8eca5076c.webp}",6.99,NULL,"79200298487"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","1.27 oz","","afed3618-95f6-41a6-948f-2e3fff72133e","3b7db4e4-8fc0-4c5a-8cf8-026150cd1c8b",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/6facc7f8-ce26-49d9-9cdc-4c75bfec9301.webp}",2.49,NULL,"722252194145"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","13.7 oz bottle","","13850e33-8a97-40d5-a5a5-2fcf33370e6e","b2944e1d-ed52-4c9c-bbf6-37ced19709d9",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/items/Coffee/b2944e1d-ed52-4c9c-bbf6-37ced19709d9.webp}",3.29,NULL,"49000072389"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","La Marca Prosecco 187ml","",NULL,"","6d99eee2-5b86-4e95-bb35-dfc6e5cfcc16","30578a32-aa7f-42ee-a636-bfa9715eb688",True,True,"{}","{https://menu-item-images-bucket.s3.amazonaws.com/d41cd8240acf27f7417088bb77af5a78.png}",20.99,NULL,"85000322437.0"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","14 pieces","","4badf8b2-2715-4bc9-86fa-ed4442f8a1e8","bfa05c99-4273-4302-8fec-bd74ac00fe9a",True,True,"{""""}","{https://menu-item-images-bucket.s3.amazonaws.com/resized/703b5834de62a028ee73fce89e88f595.png}",3.19,NULL,"22000004840"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","6 Pack - 12 oz cans","","138dd0c3-9500-436a-b1f2-69fc37389fe0","4ca6517b-a79c-4b1f-93b8-03005e47cbee",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Beer/254f2646-7342-4f51-b2f4-5c842d3dd9ee.webp}",13.99,NULL,"812393000075"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","10 oz","","1a7924da-c292-4f8d-8e4f-38cc3f8c131f","d98dd8ea-6b3f-4a4c-befd-feca53e1b3ac",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/items/Candy/d98dd8ea-6b3f-4a4c-befd-feca53e1b3ac.webp}",5.19,NULL,"70970472909"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Kona Big Wave 19 2oz Can","","19.2 fl oz","","d316dedd-80a5-45d9-885e-28228ec6e21f","9ceba514-f81d-408c-ba97-44ae62550bf2",True,True,"{}","{https://lula-inventory-service-production.s3.amazonaws.com/images/items/Beer/9ceba514-f81d-408c-ba97-44ae62550bf2.webp}",2.99,NULL,"796030192968"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","24 oz bottle","","3f856f7a-4b82-4182-a9b0-aa03c4fbece4","039a3c5a-413a-4fd0-ba02-2ffe1f6c6e1b",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Soda/6e4b87da-96bd-44cc-8197-41e3361fc33e.webp}",1.99,NULL,"73800006299"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","2.75 oz","","7afce3da-c99d-4a12-85e6-c9082f616cff","752857e5-14aa-464d-b298-56f5bf43b8c7",True,True,"{""""}","{https://menu-item-images-bucket.s3.amazonaws.com/images_060523/499252861-1.jpg}",2.29,NULL,"28400697705"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","5.5 oz","","e2ae6abf-3600-47d6-a35a-9a3afb47eb34","a80ad808-11f8-4084-abbf-8e4cf8edc5b8",True,True,"{https://menu-item-images-bucket.s3.amazonaws.com/8ac8465b3d72ee8a43e4c2f85999594e.png}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Grocery/7df86b3c-5969-42da-af0b-a06abec03347.webp}",3.99,NULL,"983642541547"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","1.84 oz","","eadc9abb-c007-4f14-97ea-1f6c96c8fd40","e06b6506-caa6-4023-99b8-47649368a7bc",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/af114967-c551-4bde-9d61-75c89090085d/Candy/aa1d7800-9b55-4d4d-b5a9-d39a733353fe.webp}",1.99,NULL,"40000422068"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","10 oz","","3f61fcb0-37a0-42de-9a18-a6a807b91cc3","30f8bc8c-08cd-4a33-b5e6-c99e1dd8e019",True,True,"{https://menu-item-images-bucket.s3.amazonaws.com/1452bd29b62c1f32958e2190b4c677a7.png}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/5eee2738-9ac4-4975-b20b-6a150a3994f1.webp}",16.99,NULL,"859739002577"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"",NULL,"","2a97bed0-b815-41f3-a597-46a542fe8550","5b09bd47-e64f-4dce-a299-54ba75c54c89",True,True,"{""""}","{https://menu-item-images-bucket.s3.amazonaws.com/1d60fbc2f579be1b17e701a987cc42a8.png}",3.49,NULL,"34100003555.0"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","1.2 oz","","51fe9b9b-fed5-4a51-b0ab-87bc3d988a17","5f8de6e8-fef8-4d24-baf8-cc8888e3932d",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/7a3393e1-4630-4ae1-b1e6-93f85035554b.webp}",1.89,NULL,"14100088844"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","4 Pack - 12 oz cans","","99375a3f-1966-4b14-bbc1-f0b9a2f1d302","b49cb601-a9cd-40b3-9852-7428737b3eb2",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Alcohol/ef8a76a2-a84e-4143-a196-8a88463c106a.webp}",12.99,NULL,"850034517056"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Elysian Contact Haze 6pk Can","12 oz","6 Pack - 12 oz cans",NULL,"eb4518cc-c684-467d-8c2d-211e92492130","45180855-0af4-4a71-8a1a-6f008923b2b8",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Beer/5dc9372f-f103-4ba4-8e1b-7304a0b0f062.webp}",13.99,NULL,"817904007901"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Kit Kat King Size","1 ct","3 oz",NULL,"9d0b0c5b-090e-43dd-a6d5-09ee396bd817","9b0f844b-74db-4785-9ec2-b0205dfc9fd3",True,True,NULL,"{https://go-upc.s3.amazonaws.com/images/57396080.jpeg}",2.99,NULL,"34000002290"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Chateau Ste Michelle Chardonnay750ml","750 ml","Chateau St Michelle Chardonay 750ml",NULL,"fc2122e3-2037-4c80-a755-07ecd23b3283","be6d4b39-0903-453e-962e-56ef95a10d4e",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Wine/4ec7bd77-ad60-430a-a0a8-b38b15217578.webp}",17.99,NULL,"88586603846"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Lenny & Larrys Snickerdoodle Cookie 4oz","1 ct","4 oz",NULL,"10e0f7ef-f98d-43af-9bb9-2ddf8c6b9efe","b450575d-0370-4225-860e-e0cd6013c0b9",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/4b730b8a-a0cb-42f3-b5dd-ba26232f6c83.webp}",3.29,NULL,"787692835355"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Rainer 18 Pack","12 oz","18 Pack - 12 oz cans",NULL,"9d633d71-77a8-4623-ba2a-62f37dae05c3","75f33a8e-8dde-4bc6-9796-6264188068a6",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Beer/92e8f84b-b327-44a6-a247-53c6d3af282b.webp}",15.99,NULL,"72620040292"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Lucas Antigel Diesel Treatment","16 oz",NULL,NULL,"b3719c58-9946-4628-a6b3-c6d38d5305e1","777518d4-4779-4155-9ba5-dd0b697f6632",True,True,NULL,"{""""}",13.19,NULL,"49807108656"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Nobilo Sauvignon Blanc","750 ml","750 ml bottle",NULL,"96d35b77-6838-4b51-8972-a0c57a3590b0","a5841b24-baf3-4708-b718-121f2b50e031",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/c2c3534e-49d0-4af1-b848-ab9ad29ec36b/Wine/d3bec90c-9b04-4eda-87b3-4a8fd1eb0ef1.webp}",14.99,NULL,"81434315304"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Smartwtr Renew","","23.7 fl oz","","873fab2b-a9da-4170-ada8-04be73d2e337","a04e3e31-69a1-4a97-b892-2317e3e09ec2",True,True,"{}","{https://lula-inventory-service-production.s3.amazonaws.com/images/items/Water/a04e3e31-69a1-4a97-b892-2317e3e09ec2.webp}",2.79,NULL,"786162410696"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615",NULL,"","12 oz bottle","","018acb58-76f4-4ae4-a09f-1a09389917c4","c5ba562a-b000-4aa1-bd65-b3442574cfa4",True,True,"{""""}","{https://lula-inventory-service-production.s3.amazonaws.com/images/302c6b28-3228-4445-b501-e1da28695904/Energy-Drinks-Electrolytes/1e04c353-773f-40bd-9265-f3ab24506e2c.webp}",299.0,NULL,"876063811705"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Mm Peanut Grab N Go","","5.5 oz","","bc3141cd-fa4b-4830-812b-af1ea07ae84d","6d3b3ad4-4b12-4c85-a562-ca7284e8c13c",True,True,"{}","{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Candy/813b1434-8cfb-42b2-b1d3-87d521a742e2.webp}",4.29,NULL,"40000513582"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Sprite Winter Spiced Cranberry 20oz","","20 fl oz","","b5a065a7-7a2c-49ae-8def-8b6a1d5e934a","dc3f375a-f00b-4a66-acfb-f0509861e2a6",True,True,"{}","{https://lula-inventory-service-production.s3.amazonaws.com/images/items/Soda/dc3f375a-f00b-4a66-acfb-f0509861e2a6.webp}",2.79,NULL,"49000081169"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Reeses Mini","","5.3 oz","","f261e66c-41fb-4d37-8184-8ca84911ec69","3af1c995-11bc-4bc8-bdf4-a9487d5478f4",True,True,"{}","{https://lula-inventory-service-production.s3.amazonaws.com/images/items/Candy/3af1c995-11bc-4bc8-bdf4-a9487d5478f4.webp}",2.99,NULL,"34000446001"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Simply Lemonade 11 5oz","","11.5 oz","","c117370c-d2f3-41cf-9238-4d0e35a67fb4","176891a9-5625-4271-8b2f-011ad28c0725",True,True,"{}","{https://lula-inventory-service-production.s3.amazonaws.com/images/af114967-c551-4bde-9d61-75c89090085d/Juice-and-Tea/339b9e14-d44a-4901-a5ee-82d4d76bff1a.webp}",2.39,NULL,"25000000218"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Jfs Gummi Bears","",NULL,"","331b135d-91f2-43c5-9ae2-a1c900b20c0f","3f00a400-df3a-44e0-b3e0-1f53626a0e18",True,True,"{https://productimages.jacksons.com/00983642004714.png}","{https://productimages.jacksons.com/00983642004714.png}",3.99,NULL,"983642004714"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Stbx Iced Latte Vanilla 14oz","","14 oz bottle","","3c0589d7-c9bd-4d5b-aaa0-9ec1f1f522d3","b201b1ad-7be6-4ac1-9bf0-42699933b3b2",True,True,"{}","{https://lula-inventory-service-production.s3.amazonaws.com/images/72095a53-36fd-443a-9000-572213fed4c8/Coffee/e68ef599-5156-4ec6-bd7b-484b152dce7b.webp}",3.49,NULL,"12000181832"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Glaceau Energy","32 oz","32 oz bottle",NULL,"5a6e4491-e2ea-4604-861b-464b71de8111","c719f9cb-4070-44f8-b2e5-0f8b40de00ac",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/items/Water/c719f9cb-4070-44f8-b2e5-0f8b40de00ac.webp}",2.99,NULL,"786162080325"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","J J Bandages Sheer 40ct","1 ct","40 count",NULL,"a9b58289-0721-4730-851a-bca881f8254c","55716f88-c04f-4ae5-a0bd-434911e6c50b",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Health/e6d38613-fa34-4859-a600-bb547d1c79ca.webp}",4.79,NULL,"381370046660"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Fireball Party Bucket","50 ml","20 Pack - 50 ml bottles",NULL,"013b4862-4ccc-44e0-9c11-8bea85469e3e","dd6d4fba-10f9-493f-862a-ba994fed47dc",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Alcohol/50bac691-f77b-4577-926f-f4716440a4b4.webp}",19.99,NULL,"88004044558"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Orbit Strawberry Remix King Size","1 ct","14 pieces",NULL,"6fe83a29-a6bc-4b8b-9909-a489a7a1882c","a4144780-e38c-473b-b44c-3e07e4d08655",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Candy/edeebeb4-b18f-4b46-9d3b-8a64d41c06ad.webp}",2.19,NULL,"22000012098"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Old Trapper Deli Stk Teriyaki","15 oz","15 oz",NULL,"bebee615-5311-4ebe-b84d-5ce7f7ed14cd","446c4c10-8967-4972-99de-9843fa930887",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/4d27304c-f405-4daa-9843-195ed8258701.webp}",16.99,NULL,"79694333152"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Uptown Chocolatini 750ml","750 ml","750 ml bottle",NULL,"b59dbf60-c127-4afe-94d8-8d455f7f6042","9e30ccc4-dc0b-4b1b-ac63-7e3c8ca0ba28",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Alcohol/2197b56a-a476-4dbd-a374-a658130cf420.webp}",8.99,NULL,"850021383107"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Jolly Rnchr Gummies 7oz Peg","7 oz","7 oz",NULL,"8fcb45eb-0b88-4c8a-ac34-e4536e4d9be8","3a4b85d0-614a-4155-99ba-8c275a6f5a33",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Candy/cba1532a-552e-40de-a286-75699a9493a1.webp}",3.99,NULL,"10700702623"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","No Mans Land Hot Jerky","","3.5 oz","","b368beeb-e710-4d8f-bad9-d825e71c0d40","a2e07f2d-c6ea-4a4d-a686-5c585c79bfe3",True,True,"{}","{https://lula-inventory-service-production.s3.amazonaws.com/images/items/Snacks/a2e07f2d-c6ea-4a4d-a686-5c585c79bfe3.webp}",11.69,NULL,"838154007077"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Josh Cellars Chard 750ml","750 ml","750 ml bottle",NULL,"76749ad3-2547-443e-878d-fc349db075de","415168c4-5a63-4587-a676-06043029c846",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/c2c3534e-49d0-4af1-b848-ab9ad29ec36b/Wine/44b44b37-4371-4c23-a9f6-f010e4feb86d.webp}",19.99,NULL,"857744001325"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Tai Pei Chkn Fried Rice 11oz","11 oz","11 oz",NULL,"16af761b-f66d-462e-bc0c-c14e6fa9cb00","34ceb076-d96c-43fd-ab1b-7c606168d83a",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Grocery/f239ed64-6f0a-4178-b6c9-384f9111d19c.webp}",4.99,NULL,"70077811298"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Fruit Loops Cup","1 ct","1.5 oz",NULL,"54b23829-5403-4a4f-befc-deac33cc12f9","16d009a0-72ec-4e2c-99c6-16eaa6b180bd",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Grocery/4c620b25-801f-430a-a83a-d4c8136b6c50.webp}",2.79,NULL,"38000635304"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","White Claw Watermelon 19 2oz Can","24 oz","19.2 oz can",NULL,"729a18a1-01d7-44b3-8396-26c0088f1e2e","ae801fd2-fb3f-4a00-bd24-8d527da2e882",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/302c6b28-3228-4445-b501-e1da28695904/Seltzer/25eb341f-577c-4031-ab08-4cb6057a7ef2.webp}",3.99,NULL,"635985802051"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Hershey Almond King Size","1 ct","2.6 oz",NULL,"a23d2c9e-84b3-4a8a-b97c-e168d7c75b21","29f28827-5921-4c40-8fd8-978a2f581661",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/items/Candy/29f28827-5921-4c40-8fd8-978a2f581661.webp}",2.99,NULL,"34000002214"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Old Wis Burbon N Bacon 2.5oz","1 ct","2.5 oz",NULL,"5114a702-572a-4f4d-9dd5-f115867ee33c","c05ef1a1-83a7-4db0-9d9a-f6672cc9cfe0",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Snacks/e5976dd2-c0f0-4f10-9d9d-2d6ad5a11df9.webp}",4.79,NULL,"73170219008"
"a55f34d3-b6f4-4d97-941a-d3aece68d4d5","Jacksons Food Stores #615","Little Tree New Car Spray","1 ct","3.5 oz",NULL,"571bcc15-e0a5-48fe-b842-4b41c7cc0aef","d397a97e-fb35-4085-8699-5a84450ddf70",True,True,NULL,"{https://lula-inventory-service-production.s3.amazonaws.com/images/28128e5b-f418-423f-8e56-7a5081ea15d3/Automotive/1aceebaf-c1dd-4e27-8035-57e25bb6e000.webp}",3.79,NULL,"76171063892"
